Category,Condition,Alias,Relative Link
"Bones, muscles, and connective tissues",humero-spinal dysostosis,chst3-related skeletal dysplasia,/condition/chst3-related-skeletal-dysplasia
"Bones, muscles, and connective tissues",hutchinson-gilford progeria syndrome,,/condition/hutchinson-gilford-progeria-syndrome
"Bones, muscles, and connective tissues","hydrocephalus, agyria, and retinal dysplasia",walker-warburg syndrome,/condition/walker-warburg-syndrome
"Bones, muscles, and connective tissues",hydrops - ectopic calcification - moth-eaten skeletal dysplasia,greenberg dysplasia,/condition/greenberg-dysplasia
"Bones, muscles, and connective tissues",hypercalcemia-supravalvar aortic stenosis,williams syndrome,/condition/williams-syndrome
"Bones, muscles, and connective tissues",hyperkalemic periodic paralysis,,/condition/hyperkalemic-periodic-paralysis
"Bones, muscles, and connective tissues",hyperkpp,hyperkalemic periodic paralysis,/condition/hyperkalemic-periodic-paralysis
"Bones, muscles, and connective tissues",hyperostosis corticalis deformans juvenilis,juvenile paget disease,/condition/juvenile-paget-disease
"Bones, muscles, and connective tissues",hyperostosis corticalis generalisata,sost-related sclerosing bone dysplasia,/condition/sost-related-sclerosing-bone-dysplasia
"Bones, muscles, and connective tissues",hyperotosis corticalis generalisata familiaris,sost-related sclerosing bone dysplasia,/condition/sost-related-sclerosing-bone-dysplasia
"Bones, muscles, and connective tissues",hyperparathyroidism 2,hyperparathyroidism-jaw tumor syndrome,/condition/hyperparathyroidism-jaw-tumor-syndrome
"Bones, muscles, and connective tissues",hyperparathyroidism-jaw tumor syndrome,,/condition/hyperparathyroidism-jaw-tumor-syndrome
"Bones, muscles, and connective tissues",hyperphosphatasemia tarda,sost-related sclerosing bone dysplasia,/condition/sost-related-sclerosing-bone-dysplasia
"Bones, muscles, and connective tissues",hyperphosphatasemia with bone disease,juvenile paget disease,/condition/juvenile-paget-disease
"Bones, muscles, and connective tissues","hyperphosphatasia, familial idiopathic",juvenile paget disease,/condition/juvenile-paget-disease
"Bones, muscles, and connective tissues",hyperphosphatemia hyperostosis,hyperphosphatemic familial tumoral calcinosis,/condition/hyperphosphatemic-familial-tumoral-calcinosis
"Bones, muscles, and connective tissues",hyperphosphatemia tumoral calcinosis,hyperphosphatemic familial tumoral calcinosis,/condition/hyperphosphatemic-familial-tumoral-calcinosis
"Bones, muscles, and connective tissues",hyperphosphatemic familial tumoral calcinosis,,/condition/hyperphosphatemic-familial-tumoral-calcinosis
"Bones, muscles, and connective tissues",hyperpp,hyperkalemic periodic paralysis,/condition/hyperkalemic-periodic-paralysis
"Bones, muscles, and connective tissues","hyperpyrexia, malignant",malignant hyperthermia,/condition/malignant-hyperthermia
"Bones, muscles, and connective tissues","hyperthermia, malignant",malignant hyperthermia,/condition/malignant-hyperthermia
"Bones, muscles, and connective tissues",hypertrichosis-osteochondrodysplasia-cardiomegaly syndrome,cantú syndrome,/condition/cantu-syndrome
"Bones, muscles, and connective tissues",hypertrichotic osteochondrodysplasia,cantú syndrome,/condition/cantu-syndrome
"Bones, muscles, and connective tissues",hypochondrodysplasia,hypochondroplasia,/condition/hypochondroplasia
"Bones, muscles, and connective tissues",hypochondrogenesis,,/condition/hypochondrogenesis
"Bones, muscles, and connective tissues",hypochondroplasia,,/condition/hypochondroplasia
"Bones, muscles, and connective tissues",hypokalemic periodic paralysis,,/condition/hypokalemic-periodic-paralysis
"Bones, muscles, and connective tissues",hypokpp,hypokalemic periodic paralysis,/condition/hypokalemic-periodic-paralysis
"Bones, muscles, and connective tissues",hypomelia hypotrichosis facial hemangioma syndrome,roberts syndrome,/condition/roberts-syndrome
"Bones, muscles, and connective tissues",hypophosphatasia,,/condition/hypophosphatasia
"Bones, muscles, and connective tissues",hypophosphatemia,hereditary hypophosphatemic rickets,/condition/hereditary-hypophosphatemic-rickets
"Bones, muscles, and connective tissues",hypopp,hypokalemic periodic paralysis,/condition/hypokalemic-periodic-paralysis
"Bones, muscles, and connective tissues",hypothalamic hamartoblastoma syndrome,pallister-hall syndrome,/condition/pallister-hall-syndrome
"Bones, muscles, and connective tissues",hypoxanthine guanine phosphoribosyltransferase deficiency,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome
"Bones, muscles, and connective tissues",hypoxanthine phosphoribosyltransferase deficiency,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome
"Bones, muscles, and connective tissues",i-cell disease,mucolipidosis ii alpha/beta,/condition/mucolipidosis-ii-alpha-beta
"Bones, muscles, and connective tissues",ibids,trichothiodystrophy,/condition/trichothiodystrophy
"Bones, muscles, and connective tissues",ibm2,inclusion body myopathy 2,/condition/inclusion-body-myopathy-2
"Bones, muscles, and connective tissues",ibmpfd,inclusion body myopathy with early-onset paget disease and frontotemporal dementia,/condition/inclusion-body-myopathy-with-early-onset-paget-disease-and-frontotemporal-dementia
"Bones, muscles, and connective tissues","ichthyosiform erythroderma, unilateral, with ipsilateral malformations, especially absence deformity of limbs",congenital hemidysplasia with ichthyosiform erythroderma and limb defects,/condition/congenital-hemidysplasia-with-ichthyosiform-erythroderma-and-limb-defects
"Bones, muscles, and connective tissues",ichthyotic neutral lipid storage disease,chanarin-dorfman syndrome,/condition/chanarin-dorfman-syndrome
"Bones, muscles, and connective tissues",idic(15),isodicentric chromosome 15 syndrome,/condition/isodicentric-chromosome-15-syndrome
"Bones, muscles, and connective tissues",idiopathic hyperckemia,isolated hyperckemia,/condition/isolated-hyperckemia
"Bones, muscles, and connective tissues",idiopathic hyperphosphatasia,juvenile paget disease,/condition/juvenile-paget-disease
"Bones, muscles, and connective tissues",idiopathic inflammatory myopathy,,/condition/idiopathic-inflammatory-myopathy
"Bones, muscles, and connective tissues",idiopathic juvenile osteoporosis,juvenile primary osteoporosis,/condition/juvenile-primary-osteoporosis
"Bones, muscles, and connective tissues",idiopathic persistent elevation of serum creatine kinase,isolated hyperckemia,/condition/isolated-hyperckemia
"Bones, muscles, and connective tissues",image anomaly,"intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies",/condition/intrauterine-growth-restriction-metaphyseal-dysplasia-adrenal-hypoplasia-congenita-and-genital-anomalies
"Bones, muscles, and connective tissues",image association,"intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies",/condition/intrauterine-growth-restriction-metaphyseal-dysplasia-adrenal-hypoplasia-congenita-and-genital-anomalies
"Bones, muscles, and connective tissues",image syndrome,"intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies",/condition/intrauterine-growth-restriction-metaphyseal-dysplasia-adrenal-hypoplasia-congenita-and-genital-anomalies
"Bones, muscles, and connective tissues","immunoosseous dysplasia, schimke type",schimke immuno-osseous dysplasia,/condition/schimke-immuno-osseous-dysplasia
"Bones, muscles, and connective tissues",imperforate anus-hand and foot anomalies syndrome,townes-brocks syndrome,/condition/townes-brocks-syndrome
"Bones, muscles, and connective tissues",inclusion body myopathy 2,,/condition/inclusion-body-myopathy-2
"Bones, muscles, and connective tissues",inclusion body myopathy with early-onset paget disease and frontotemporal dementia,,/condition/inclusion-body-myopathy-with-early-onset-paget-disease-and-frontotemporal-dementia
"Bones, muscles, and connective tissues",inclusion cell disease,mucolipidosis ii alpha/beta,/condition/mucolipidosis-ii-alpha-beta
"Bones, muscles, and connective tissues",infantile cortical hyperostosis,caffey disease,/condition/caffey-disease
"Bones, muscles, and connective tissues",infantile hypercalcemia,williams syndrome,/condition/williams-syndrome
"Bones, muscles, and connective tissues",infantile onset multisystem inflammatory disease,neonatal onset multisystem inflammatory disease,/condition/neonatal-onset-multisystem-inflammatory-disease
"Bones, muscles, and connective tissues",infantile subacute necrotizing encephalopathy,leigh syndrome,/condition/leigh-syndrome
"Bones, muscles, and connective tissues",infantile systemic hyalinosis,,/condition/infantile-systemic-hyalinosis
"Bones, muscles, and connective tissues",infantile thoracic dystrophy,asphyxiating thoracic dystrophy,/condition/asphyxiating-thoracic-dystrophy
"Bones, muscles, and connective tissues","inflammatory myopathy, idiopathic",idiopathic inflammatory myopathy,/condition/idiopathic-inflammatory-myopathy
"Bones, muscles, and connective tissues",infantile systemic hyalinosis,,/condition/infantile-systemic-hyalinosis
"Bones, muscles, and connective tissues",insley-astley syndrome,otospondylomegaepiphyseal dysplasia,/condition/otospondylomegaepiphyseal-dysplasia
"Bones, muscles, and connective tissues",interstitial deletion of chromosome 15q24,15q24 microdeletion,/condition/15q24-microdeletion
"Bones, muscles, and connective tissues",intranuclear rod myopathy,,/condition/intranuclear-rod-myopathy
"Bones, muscles, and connective tissues","intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies",,/condition/intrauterine-growth-restriction-metaphyseal-dysplasia-adrenal-hypoplasia-congenita-and-genital-anomalies
"Bones, muscles, and connective tissues",inv dup(15),isodicentric chromosome 15 syndrome,/condition/isodicentric-chromosome-15-syndrome
"Bones, muscles, and connective tissues",inverted duplication 15,isodicentric chromosome 15 syndrome,/condition/isodicentric-chromosome-15-syndrome
"Bones, muscles, and connective tissues",iomid syndrome,neonatal onset multisystem inflammatory disease,/condition/neonatal-onset-multisystem-inflammatory-disease
"Bones, muscles, and connective tissues",iron-sulfur cluster deficiency myopathy,myopathy with deficiency of iron-sulfur cluster assembly enzyme,/condition/myopathy-with-deficiency-of-iron-sulfur-cluster-assembly-enzyme
"Bones, muscles, and connective tissues",isochromosome 12p syndrome,pallister-killian mosaic syndrome,/condition/pallister-killian-mosaic-syndrome
"Bones, muscles, and connective tissues",isodicentric chromosome 15 syndrome,,/condition/isodicentric-chromosome-15-syndrome
"Bones, muscles, and connective tissues",isolated hyperckemia,,/condition/isolated-hyperckemia
"Bones, muscles, and connective tissues",isolated pierre robin sequence,,/condition/isolated-pierre-robin-sequence
"Bones, muscles, and connective tissues",jackson-weiss syndrome,,/condition/jackson-weiss-syndrome
"Bones, muscles, and connective tissues",jacobsen syndrome,,/condition/jacobsen-syndrome
"Bones, muscles, and connective tissues",jankovic-rivera syndrome,spinal muscular atrophy with progressive myoclonic epilepsy,/condition/spinal-muscular-atrophy-with-progressive-myoclonic-epilepsy
"Bones, muscles, and connective tissues",japanese autoinflammatory syndrome with lipodystrophy,nakajo-nishimura syndrome,/condition/nakajo-nishimura-syndrome
"Bones, muscles, and connective tissues",spondylocostal dysostosis,,/condition/spondylocostal-dysostosis
"Bones, muscles, and connective tissues",jasl,nakajo-nishimura syndrome,/condition/nakajo-nishimura-syndrome
"Bones, muscles, and connective tissues",jeune syndrome,asphyxiating thoracic dystrophy,/condition/asphyxiating-thoracic-dystrophy
"Bones, muscles, and connective tissues",jeune thoracic dysplasia,asphyxiating thoracic dystrophy,/condition/asphyxiating-thoracic-dystrophy
"Bones, muscles, and connective tissues",jeune thoracic dystrophy,asphyxiating thoracic dystrophy,/condition/asphyxiating-thoracic-dystrophy
"Bones, muscles, and connective tissues",jia,juvenile idiopathic arthritis,/condition/juvenile-idiopathic-arthritis
"Bones, muscles, and connective tissues",job-buckley syndrome,autosomal dominant hyper-ige syndrome,/condition/autosomal-dominant-hyper-ige-syndrome
"Bones, muscles, and connective tissues",job syndrome,autosomal dominant hyper-ige syndrome,/condition/autosomal-dominant-hyper-ige-syndrome
"Bones, muscles, and connective tissues",jpd,juvenile paget disease,/condition/juvenile-paget-disease
"Bones, muscles, and connective tissues",jra,juvenile idiopathic arthritis,/condition/juvenile-idiopathic-arthritis
"Bones, muscles, and connective tissues","juvenile gout, choreoathetosis, mental retardation syndrome",lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome
"Bones, muscles, and connective tissues",juvenile hyaline fibromatosis,,/condition/juvenile-hyaline-fibromatosis
"Bones, muscles, and connective tissues",juvenile hyperuricemia syndrome,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome
"Bones, muscles, and connective tissues",juvenile idiopathic arthritis,,/condition/juvenile-idiopathic-arthritis
"Bones, muscles, and connective tissues",juvenile paget disease,,/condition/juvenile-paget-disease
