gene	diseaseName	score_hpo
GPC3	Intestinal malrotation	1
GPC3	Webbed neck	1
GPC3	Short neck	1
GPC3	Depressed nasal bridge	1
GPC3	Flared iliac wings	1
GPC3	Diastasis recti	1
GPC3	Broad palm	1
GPC3	Hypoplasia of penis	1
GPC3	Neurological speech impairment	1
GPC3	Short palm	1
GPC3	Hearing impairment	1
GPC3	Agenesis of corpus callosum	1
GPC3	Short foot	1
GPC3	X-linked recessive inheritance	1
GPC3	Talipes equinovarus	1
GPC3	Pulmonic stenosis	1
GPC3	Hypertrophic cardiomyopathy	1
GPC3	Duplication of renal pelvis	1
GPC3	Abnormality of the tongue	1
GPC3	Omphalocele	1
GPC3	Talipes	1
GPC3	Macroglossia	1
CENPE	Prominent nose	1
CENPE	Short foot	1
CENPE	Intrauterine growth retardation	1
CENPE	Microcephaly	1
CENPE	Sloping forehead	1
CENPE	Small hand	1
CENPE	Round face	1
CENPE	Micrognathia	1
COL4A3BP	2-3 toe syndactyly	1
COL4A3BP	Synophrys	1
COL4A3BP	Widely spaced teeth	1
COL4A3BP	Wide intermamillary distance	1
COL4A3BP	Short foot	1
COL4A3BP	Global developmental delay	1
COL4A3BP	Myopathic facies	1
COL4A3BP	Intellectual disability	1
COL4A3BP	Drooling	1
COL4A3BP	Bruxism	1
COL4A3BP	Autosomal dominant inheritance	1
COL4A3BP	Cortical visual impairment	1
COL4A3BP	Anteverted nares	1
COL4A3BP	Stereotypic behavior	1
COL4A3BP	Epicanthus	1
COL4A3BP	Generalized tonic-clonic seizures	1
COL4A3BP	Bilateral ptosis	1
COL4A3BP	Muscular hypotonia of the trunk	1
COL4A3BP	Curly hair	1
COL4A3BP	Postnatal microcephaly	1
COL4A3BP	Oligohydramnios	1
COL4A3BP	Hearing impairment	1
COL4A3BP	Smooth philtrum	1
COL4A3BP	Coarse hair	1
COL4A3BP	Upslanted palpebral fissure	1
COL4A3BP	Broad-based gait	1
DDX58	Short stature	1
DDX58	Glaucoma	1
DDX58	Hyperkeratosis	1
DDX58	Aortic valve stenosis	1
ADA	Lymphopenia	1
ADA	Diarrhea	1
ADA	Reduced red cell adenosine deaminase activity	1
ADA	Anterior rib cupping	1
ADA	Pneumonia	1
ADA	Eosinophilia	1
ADA	B-cell lymphoma	1
ADA	Hepatomegaly	1
ADA	Absent specific antibody response	1
ADA	Somatic mosaicism	1
ADA	Asthma	1
ADA	B lymphocytopenia	1
ADA	IgA deficiency	1
ADA	Platyspondyly	1
ADA	Autosomal recessive inheritance	1
ADA	Increased IgE level	1
ADA	Recurrent viral infections	1
ADA	Severe B lymphocytopenia	1
ADA	Abnormality of pelvic girdle bone morphology	1
ADA	Sinusitis	1
ADA	Autoimmune hemolytic anemia	1
ADA	Autoimmune thrombocytopenia	1
ADA	Recurrent fungal infections	1
ADA	Immunoglobulin IgG2 deficiency	1
ADA	IgM deficiency	1
ADA	Splenomegaly	1
ADA	Failure to thrive	1
ADA	Recurrent bacterial infections	1
ADA	Aplasia of the thymus	1
ADA	Diffuse mesangial sclerosis	1
ADA	Severe combined immunodeficiency	1
JAGN1	Failure to thrive	1
JAGN1	Recurrent otitis media	1
JAGN1	Recurrent respiratory infections	1
JAGN1	Recurrent bacterial infections	1
JAGN1	Short stature	1
JAGN1	Neutropenia	1
COL7A1	Abnormality of the toenails	1
COL7A1	Abnormal blistering of the skin	1
ATP8A2	Intellectual disability	1
ATP8A2	Cerebral atrophy	1
ATP8A2	Inability to walk	1
ATP8A2	Truncal ataxia	1
ATP8A2	Dysarthria	1
ATP8A2	Autosomal recessive inheritance	1
ATP8A2	Corpus callosum atrophy	1
ATP8A2	Congenital onset	1
ATP8A2	Cerebellar atrophy	1
TLX1	Autosomal dominant inheritance	1
TLX1	Abnormality of metabolism/homeostasis	1
TLX1	T-cell acute lymphoblastic leukemias	1
DHDDS	Autosomal recessive inheritance	1
DHDDS	Rod-cone dystrophy	1
DHDDS	Cystoid macular edema	1
ZNF513	Severe visual impairment	1
ZNF513	Bone spicule pigmentation of the retina	1
ZNF513	Autosomal recessive inheritance	1
ZNF513	Optic disc pallor	1
ZNF513	Nyctalopia	1
ZNF513	Abnormal light- and dark-adapted electroretinogram	1
ZNF513	Rod-cone dystrophy	1
ZNF513	Attenuation of retinal blood vessels	1
PRRT2	Generalized seizures	1
PRRT2	Migraine	1
PRRT2	Autosomal dominant inheritance	1
PRRT2	Incomplete penetrance	1
PRRT2	Focal seizures, afebril	1
MTFMT	Visual impairment	1
MTFMT	Global developmental delay	1
MTFMT	Microcephaly	1
MTFMT	Seizures	1
MTFMT	Strabismus	1
MTFMT	Incoordination	1
MTFMT	Cognitive impairment	1
MTFMT	Increased serum lactate	1
MTFMT	Short stature	1
MTFMT	Nystagmus	1
MTFMT	Unsteady gait	1
MTFMT	Autosomal recessive inheritance	1
MTFMT	Reduced visual acuity	1
MTFMT	Phenotypic variability	1
MTFMT	Abnormality of the cerebral white matter	1
MTFMT	Delayed speech and language development	1
MTFMT	Abnormal pyramidal signs	1
MTFMT	Ventricular septal defect	1
MTFMT	Ataxia	1
MTFMT	Obesity	1
MTFMT	Optic atrophy	1
MTFMT	Muscular hypotonia	1
MTFMT	Tremor	1
MTFMT	Wolff-Parkinson-White syndrome	1
MTFMT	Increased CSF lactate	1
RNF170	Positive Romberg sign	1
RNF170	Adult onset	1
RNF170	Gait instability, worse in the dark	1
RNF170	Autosomal dominant inheritance	1
RNF170	Sensory ataxia	1
RNF170	Babinski sign	1
RNF170	Distal sensory impairment of all modalities	1
RNF170	Hyporeflexia	1
RNF170	Areflexia	1
YARS2	Sideroblastic anemia	1
YARS2	Generalized amyotrophy	1
YARS2	Growth delay	1
YARS2	Failure to thrive	1
YARS2	Exercise intolerance	1
YARS2	Dysphagia	1
YARS2	Ptosis	1
YARS2	Nystagmus	1
YARS2	Hypertrophic cardiomyopathy	1
YARS2	Increased serum lactate	1
YARS2	Elevated hepatic transaminases	1
YARS2	Progressive muscle weakness	1
YARS2	Autosomal recessive inheritance	1
YARS2	Respiratory insufficiency due to muscle weakness	1
YARS2	Progressive	1
YARS2	Phenotypic variability	1
YARS2	Strabismus	1
YARS2	Lactic acidosis	1
YARS2	Hepatomegaly	1
IL12RB1	Immunodeficiency	1
IL12RB1	Autosomal recessive inheritance	1
IL12RB1	Recurrent mycobacterial infections	1
TUBGCP4	Microcephaly	1
TUBGCP4	Reduced visual acuity	1
TUBGCP4	Abnormal facial shape	1
TUBGCP4	Visual impairment	1
TUBGCP4	Nystagmus	1
TUBGCP4	Global developmental delay	1
TUBGCP4	Microphthalmia	1
TUBGCP4	Chorioretinal dysplasia	1
ADAMTSL4	Autosomal recessive inheritance	1
ADAMTSL4	Persistent pupillary membrane	1
ADAMTSL4	Severe Myopia	1
ADAMTSL4	Ectopia lentis	1
ADAMTSL4	Cataract	1
ADAMTSL4	Retinal detachment	1
AAGAB	Palmoplantar keratoderma	1
AAGAB	Lymphoma	1
AAGAB	Renal neoplasm	1
AAGAB	Abnormality of the nail	1
AAGAB	Neoplasm of the colon	1
AAGAB	Neoplasm of the pancreas	1
AAGAB	Neoplasm of the breast	1
COL14A1	Palmoplantar keratoderma	1
COL14A1	Lymphoma	1
COL14A1	Renal neoplasm	1
COL14A1	Abnormality of the nail	1
COL14A1	Neoplasm of the colon	1
COL14A1	Neoplasm of the pancreas	1
COL14A1	Neoplasm of the breast	1
MYH11	Stroke	1
MYH11	Aortic regurgitation	1
MYH11	Cystic medial necrosis	1
MYH11	Autosomal dominant inheritance	1
MYH11	Coronary artery disease	1
MYH11	Abnormal iris pigmentation	1
MYH11	Bicuspid aortic valve	1
MYH11	Patent ductus arteriosus	1
MYH11	Dissecting aortic aneurysm	1
NT5C3A	Autosomal recessive inheritance	1
NT5C3A	Hemolytic anemia	1
NT5C3A	Hemoglobinuria	1
AASS	Histidinuria	1
AASS	Short stature	1
AASS	Intellectual disability	1
AASS	Spastic diplegia	1
AASS	Autosomal recessive inheritance	1
AASS	Hyperlysinuria	1
AASS	EEG abnormality	1
TRPM4	Shortened PR interval	1
TRPM4	Left anterior fascicular block	1
TRPM4	Bradycardia	1
TRPM4	Syncope	1
TRPM4	Autosomal dominant inheritance	1
TRPM4	Prolonged QT interval	1
KCNQ2	Hypertonia	1
KCNQ2	Cognitive impairment	1
KCNQ2	Seizures	1
KCNQ3	Hypertonia	1
KCNQ3	Cognitive impairment	1
KCNQ3	Seizures	1
PLCD1	Autosomal dominant inheritance	1
PLCD1	Adenoma sebaceum	1
PLCD1	Autosomal recessive inheritance	1
PLCD1	Abnormality of the toenails	1
PLCD1	Blepharitis	1
PLCD1	Nephrolithiasis	1
PLCD1	Abnormality of the fingernails	1
PLCD1	Concave nail	1
PLCD1	Leukonychia	1
PLCD1	Photophobia	1
PLCD1	Type II diabetes mellitus	1
PRPH2	Photophobia	1
PRPH2	Visual impairment	1
PRPH2	Macular atrophy	1
PRPH2	Macular dystrophy	1
PRPH2	Metamorphopsia	1
PRPH2	Vitelliform-like macular lesions	1
PRPH2	Autosomal dominant inheritance	1
PRPH2	Reduced visual acuity	1
TUBB4A	Leukodystrophy	1
TUBB4A	Specific learning disability	1
TUBB4A	Muscular hypotonia of the trunk	1
TUBB4A	Hearing impairment	1
TUBB4A	Intellectual disability	1
TUBB4A	Microcephaly	1
TUBB4A	Dystonia	1
TUBB4A	Autosomal dominant inheritance	1
TUBB4A	Seizures	1
TUBB4A	Poor speech	1
TUBB4A	Variable expressivity	1
TUBB4A	Short stature	1
TUBB4A	Motor delay	1
TUBB4A	Optic atrophy	1
TUBB4A	Sporadic	1
TUBB4A	Tremor	1
TUBB4A	Spasticity	1
TUBB4A	Nystagmus	1
TUBB4A	Choreoathetosis	1
TUBB4A	Autosomal recessive inheritance	1
TUBB4A	Ataxia	1
TUBB4A	Progressive	1
TUBB4A	Visual impairment	1
TUBB4A	Cerebral hypomyelination	1
TUBB4A	Dysarthria	1
TUBB4A	Rigidity	1
TUBB4A	Cerebellar atrophy	1
TUBB4A	Delayed speech and language development	1
KITLG	Vitiligo	1
KITLG	Hypermelanotic macule	1
KITLG	Hyperkeratosis	1
KITLG	Progressive hyperpigmentation	1
KITLG	Hypopigmented skin patches	1
KITLG	Congenital onset	1
KITLG	Autosomal dominant inheritance	1
KITLG	Cafe-au-lait spot	1
OFD1	Hydrocephalus	1
OFD1	Clinodactyly	1
OFD1	X-linked dominant inheritance	1
OFD1	High palate	1
OFD1	Reduced number of teeth	1
OFD1	Choanal atresia	1
OFD1	Hearing impairment	1
OFD1	Gray matter heterotopias	1
OFD1	Carious teeth	1
OFD1	Wide nasal bridge	1
OFD1	Cognitive impairment	1
OFD1	Renal insufficiency	1
OFD1	Lobulated tongue	1
OFD1	Abnormality of the nares	1
OFD1	Aplasia/Hypoplasia of the corpus callosum	1
OFD1	Otitis media	1
OFD1	Abnormality of toe	1
OFD1	Hypoplasia of dental enamel	1
OFD1	Abnormality of the cerebellum	1
OFD1	Pancreatic cysts	1
OFD1	Frontal bossing	1
OFD1	Brachydactyly syndrome	1
OFD1	Dry skin	1
OFD1	Cleft upper lip	1
OFD1	Tremor	1
OFD1	Underdeveloped nasal alae	1
OFD1	Proteinuria	1
OFD1	Multicystic kidney dysplasia	1
OFD1	Downslanted palpebral fissures	1
OFD1	Short stature	1
OFD1	Epicanthus	1
OFD1	Cone-shaped epiphysis	1
OFD1	Alopecia	1
OFD1	Abnormality of dental enamel	1
OFD1	Hepatic cysts	1
OFD1	Alveolar ridge overgrowth	1
OFD1	Hypertension	1
OFD1	Syndactyly	1
OFD1	Dandy-Walker malformation	1
OFD1	Bifid tongue	1
OFD1	Radial deviation of finger	1
OFD1	Hypertelorism	1
OFD1	Exocrine pancreatic insufficiency	1
OFD1	Telecanthus	1
OFD1	Median cleft lip	1
OFD1	Micrognathia	1
OFD1	Hepatic fibrosis	1
OFD1	Finger syndactyly	1
OFD1	Cystic liver disease	1
OFD1	Agenesis of corpus callosum	1
OFD1	Myelomeningocele	1
OFD1	Lip pit	1
OFD1	Ovarian cyst	1
OFD1	Incoordination	1
OFD1	Foot polydactyly	1
OFD1	Abnormal heart morphology	1
OFD1	Tarsal synostosis	1
OFD1	Milia	1
OFD1	Low-set ears	1
OFD1	Short toe	1
OFD1	Abnormal cortical gyration	1
OFD1	Sparse hair	1
OFD1	Coarse hair	1
OFD1	Odontogenic neoplasm	1
OFD1	Microcephaly	1
OFD1	Dental malocclusion	1
OFD1	Broad alveolar ridges	1
OFD1	Agenesis of permanent teeth	1
OFD1	Seizures	1
OFD1	Postaxial hand polydactyly	1
OFD1	Hypoplasia of the zygomatic bone	1
OFD1	Congenital onset	1
OFD1	Arachnoid cyst	1
OFD1	Polydactyly	1
OFD1	Tongue nodules	1
OFD1	Intellectual disability	1
OFD1	Facial asymmetry	1
OFD1	Elevated hepatic transaminases	1
OFD1	Porencephaly	1
OFD1	Microretrognathia	1
OFD1	Cleft palate	1
OFD1	Increased number of teeth	1
OFD1	Preaxial hand polydactyly	1
OFD1	Polycystic kidney dysplasia	1
OFD1	Clinodactyly of the 5th finger	1
OFD1	Reduced bone mineral density	1
OFD1	Hypothalamic hamartoma	1
OFD1	Aneurysm	1
FOXE3	Anterior segment of eye aplasia	1
FOXE3	Microphthalmia	1
FOXE3	Aniridia	1
FOXE3	Congenital primary aphakia	1
FOXE3	Autosomal recessive inheritance	1
FOXE3	Sclerocornea	1
PRPS1	Optic atrophy	1
PRPS1	Pes cavus	1
PRPS1	Impaired pain sensation	1
PRPS1	Areflexia of lower limbs	1
PRPS1	Decreased nerve conduction velocity	1
PRPS1	Neurological speech impairment	1
PRPS1	Scoliosis	1
PRPS1	Kyphosis	1
PRPS1	Childhood onset	1
PRPS1	Reduced tendon reflexes	1
PRPS1	Gait disturbance	1
PRPS1	Tremor	1
PRPS1	Motor delay	1
PRPS1	Sensorineural hearing impairment	1
PRPS1	Distal muscle weakness	1
PRPS1	Reduced consciousness/confusion	1
PRPS1	Hemiplegia/hemiparesis	1
PRPS1	Incoordination	1
PRPS1	Hearing impairment	1
PRPS1	Progressive visual loss	1
PRPS1	Distal sensory impairment	1
PRPS1	Segmental peripheral demyelination/remyelination	1
PRPS1	X-linked recessive inheritance	1
PRPS1	Onion bulb formation	1
PRPS1	Distal amyotrophy	1
PUS1	Abnormality of the palate	1
PUS1	Micrognathia	1
PUS1	Myopathy	1
PUS1	Short nose	1
PUS1	Cognitive impairment	1
PUS1	Abnormality of the genital system	1
PUS1	Glaucoma	1
PUS1	Anemia	1
PUS1	Scoliosis	1
PUS1	Distichiasis	1
PUS1	EMG abnormality	1
PUS1	Long philtrum	1
PUS1	Muscular hypotonia	1
PUS1	Abnormality of metabolism/homeostasis	1
PUS1	Kyphosis	1
PUS1	Skeletal muscle atrophy	1
PUS1	Microcephaly	1
YARS2	Abnormality of the palate	1
YARS2	Micrognathia	1
YARS2	Myopathy	1
YARS2	Short nose	1
YARS2	Cognitive impairment	1
YARS2	Abnormality of the genital system	1
YARS2	Glaucoma	1
YARS2	Anemia	1
YARS2	Scoliosis	1
YARS2	Distichiasis	1
YARS2	EMG abnormality	1
YARS2	Long philtrum	1
YARS2	Muscular hypotonia	1
YARS2	Abnormality of metabolism/homeostasis	1
YARS2	Kyphosis	1
YARS2	Skeletal muscle atrophy	1
YARS2	Microcephaly	1
PSMB8	Elevated hepatic transaminases	1
PSMB8	Skeletal muscle atrophy	1
PSMB8	Abnormality of the tongue	1
PSMB8	Arthralgia	1
PSMB8	Thick lower lip vermilion	1
PSMB8	Hepatomegaly	1
PSMB8	Increased antibody level in blood	1
PSMB8	Conjunctivitis	1
PSMB8	Elevated erythrocyte sedimentation rate	1
PSMB8	Episcleritis	1
PSMB8	Hyperpigmentation of the skin	1
PSMB8	Seizures	1
PSMB8	Arrhythmia	1
PSMB8	Muscle weakness	1
PSMB8	Hyperostosis	1
PSMB8	Respiratory insufficiency	1
PSMB8	Macroglossia	1
PSMB8	Abnormal nasal morphology	1
PSMB8	Large eyes	1
PSMB8	Adipose tissue loss	1
PSMB8	Clubbing of toes	1
PSMB8	Splenomegaly	1
PSMB8	Lipoatrophy	1
PSMB8	Hyperhidrosis	1
PSMB8	Bone pain	1
PSMB8	Flexion contracture of toe	1
PSMB8	Congestive heart failure	1
PSMB8	Microcytic anemia	1
PSMB8	Camptodactyly of finger	1
PSMB8	Basal ganglia calcification	1
PSMB8	Panniculitis	1
PSMB8	Short stature	1
PSMB8	Cardiomegaly	1
PSMB8	Arthrogryposis multiplex congenita	1
PSMB8	Elbow flexion contracture	1
PSMB8	Macrotia	1
PSMB8	Prominent nose	1
PSMB8	Osteopenia	1
PSMB8	Erythema	1
PSMB8	Autosomal recessive inheritance	1
PSMB8	Long fingers	1
PSMB8	Intellectual disability, mild	1
PSMB8	Lipodystrophy	1
PSMB8	Clubbing of fingers	1
PSMB8	Abnormality of temperature regulation	1
PSMB8	Failure to thrive	1
PSMB8	Arachnodactyly	1
PSMB8	Cognitive impairment	1
PSMB8	Abnormal pyramidal signs	1
PSMB8	Hypertriglyceridemia	1
PSMB8	Skin rash	1
PSMB8	Limitation of joint mobility	1
PSMB8	Lymphadenopathy	1
AFP	Decreased levels of alpha-fetoprotein	1
GLB1	Ataxia	1
GLB1	Ventriculomegaly	1
GLB1	Progressive psychomotor deterioration	1
GLB1	Developmental stagnation	1
GLB1	Gait disturbance	1
GLB1	Abnormality of the spleen	1
GLB1	Coxa valga	1
GLB1	Autosomal recessive inheritance	1
GLB1	Optic atrophy	1
GLB1	Platyspondyly	1
GLB1	Spastic tetraplegia	1
GLB1	Decreased beta-galactosidase activity	1
GLB1	Abnormality of the liver	1
GLB1	Abnormality of the face	1
GLB1	Cerebral atrophy	1
GLB1	Sea-blue histiocytosis	1
GLB1	Generalized myoclonic seizures	1
AMELX	Phenotypic variability	1
AMELX	Hypoplasia of dental enamel	1
AMELX	Amelogenesis imperfecta	1
AMELX	X-linked dominant inheritance	1
AMELX	Abnormality of metabolism/homeostasis	1
AMELX	Anterior open bite	1
AMELX	Microdontia	1
PRKAR1A	Open mouth	1
PRKAR1A	Depressed nasal bridge	1
PRKAR1A	Abnormality of the metacarpal bones	1
PRKAR1A	Short toe	1
PRKAR1A	Abnormality of immune system physiology	1
PRKAR1A	Malar flattening	1
PRKAR1A	Spinal canal stenosis	1
PRKAR1A	Epicanthus	1
PRKAR1A	Abnormality of the ulna	1
PRKAR1A	Cone-shaped epiphysis	1
PRKAR1A	Aplasia/Hypoplasia involving the nose	1
PRKAR1A	Depressed nasal ridge	1
PRKAR1A	Delayed eruption of teeth	1
PRKAR1A	Abnormality of female external genitalia	1
PRKAR1A	Abnormality of calvarial morphology	1
PRKAR1A	Short nose	1
PRKAR1A	Melanocytic nevus	1
PRKAR1A	Accelerated skeletal maturation	1
PRKAR1A	Short stature	1
PRKAR1A	Aplasia/Hypoplasia of the radius	1
PRKAR1A	Abnormality of the nail	1
PRKAR1A	Micromelia	1
PRKAR1A	Anteverted nares	1
PRKAR1A	Brachydactyly syndrome	1
PRKAR1A	Hypertelorism	1
PRKAR1A	Mandibular prognathia	1
PRKAR1A	Peripheral neuropathy	1
PRKAR1A	Cryptorchidism	1
PRKAR1A	Cognitive impairment	1
PRKAR1A	Dental malocclusion	1
PRKAR1A	Abnormal form of the vertebral bodies	1
PRKAR1A	Hearing impairment	1
PDE4D	Open mouth	1
PDE4D	Depressed nasal bridge	1
PDE4D	Abnormality of the metacarpal bones	1
PDE4D	Short toe	1
PDE4D	Abnormality of immune system physiology	1
PDE4D	Malar flattening	1
PDE4D	Spinal canal stenosis	1
PDE4D	Epicanthus	1
PDE4D	Abnormality of the ulna	1
PDE4D	Cone-shaped epiphysis	1
PDE4D	Aplasia/Hypoplasia involving the nose	1
PDE4D	Depressed nasal ridge	1
PDE4D	Delayed eruption of teeth	1
PDE4D	Abnormality of female external genitalia	1
PDE4D	Abnormality of calvarial morphology	1
PDE4D	Short nose	1
PDE4D	Melanocytic nevus	1
PDE4D	Accelerated skeletal maturation	1
PDE4D	Short stature	1
PDE4D	Aplasia/Hypoplasia of the radius	1
PDE4D	Abnormality of the nail	1
PDE4D	Micromelia	1
PDE4D	Anteverted nares	1
PDE4D	Brachydactyly syndrome	1
PDE4D	Hypertelorism	1
PDE4D	Mandibular prognathia	1
PDE4D	Peripheral neuropathy	1
PDE4D	Cryptorchidism	1
PDE4D	Cognitive impairment	1
PDE4D	Dental malocclusion	1
PDE4D	Abnormal form of the vertebral bodies	1
PDE4D	Hearing impairment	1
PRF1	Thrombocytopenia	1
PRF1	Autosomal recessive inheritance	1
PRF1	Seizures	1
PRF1	Increased CSF protein	1
PRF1	Hyponatremia	1
PRF1	Encephalitis	1
PRF1	Leukopenia	1
PRF1	Hypoproteinemia	1
PRF1	Muscular hypotonia	1
PRF1	Hypoalbuminemia	1
PRF1	Hypertriglyceridemia	1
PRF1	Global developmental delay	1
PRF1	Hemiplegia	1
PRF1	Irritability	1
PRF1	Hepatomegaly	1
PRF1	Meningitis	1
PRF1	Increased intracranial pressure	1
PRF1	Anemia	1
PRF1	CSF pleocytosis	1
PRF1	Ataxia	1
PRF1	Hypertonia	1
PRF1	Increased serum ferritin	1
PRF1	Coma	1
PRF1	Increased total bilirubin	1
PRF1	Hemophagocytosis	1
PRF1	Tetraplegia	1
PRF1	Lymphadenopathy	1
PRF1	Prolonged prothrombin time	1
PRF1	Splenomegaly	1
PRF1	Generalized edema	1
PRF1	Hypofibrinogenemia	1
PRF1	Jaundice	1
PRF1	Failure to thrive	1
TP63	Aplasia/Hypoplasia of metatarsal bones	1
TP63	Triphalangeal thumb	1
TP63	Autosomal dominant inheritance	1
TP63	Split hand	1
TP63	Aplasia/Hypoplasia involving the metacarpal bones	1
TP63	Aplasia/Hypoplasia of the phalanges of the toes	1
TP63	Ectrodactyly	1
TP63	Syndactyly	1
TP63	Aplasia/Hypoplasia of the phalanges of the hand	1
NLRC4	Arthralgia	1
FBLN1	Tarsal synostosis	1
FBLN1	Metatarsal synostosis	1
FBLN1	Carpal synostosis	1
FBLN1	Polydactyly	1
FBLN1	Metacarpal synostosis	1
FBLN1	Toe syndactyly	1
FBLN1	Autosomal dominant inheritance	1
MS4A1	Decreased antibody level in blood	1
MS4A1	Recurrent bacterial infections	1
MS4A1	Immunodeficiency	1
MS4A1	Recurrent respiratory infections	1
MS4A1	Autosomal recessive inheritance	1
ACTG1	Pointed chin	1
ACTG1	Seizures	1
ACTG1	Thin upper lip vermilion	1
ACTG1	Hearing impairment	1
ACTG1	Lissencephaly	1
ACTG1	Oral cleft	1
ACTG1	Intellectual disability	1
ACTG1	Ptosis	1
ACTG1	Postnatal microcephaly	1
ACTG1	Webbed neck	1
ACTG1	Wide mouth	1
ACTG1	Agenesis of corpus callosum	1
ACTG1	Coloboma	1
ACTG1	Retrognathia	1
ACTG1	Long palpebral fissure	1
ACTG1	Microphthalmia	1
ACTG1	Ventriculomegaly	1
ACTG1	Short stature	1
ACTG1	Highly arched eyebrow	1
ACTG1	Abnormality of the pinna	1
ACTG1	Short neck	1
ACTG1	Hypertelorism	1
ACTG1	Autosomal dominant inheritance	1
ACTG1	Long philtrum	1
ACTG1	Trigonocephaly	1
FLNA	Bowing of the long bones	1
FLNA	Abnormality of the fontanelles or cranial sutures	1
FLNA	Prominent forehead	1
FLNA	Short stature	1
FLNA	Cleft palate	1
FLNA	Micrognathia	1
FLNA	Abnormality of the upper urinary tract	1
FLNA	Malar flattening	1
FLNA	Postnatal growth retardation	1
FLNA	Narrow chest	1
FLNA	Ulnar bowing	1
FLNA	Irregular metacarpals	1
FLNA	Aplasia/Hypoplasia of the lungs	1
FLNA	Displacement of the external urethral meatus	1
FLNA	Conductive hearing impairment	1
FLNA	Preaxial foot polydactyly	1
FLNA	Frontal bossing	1
FLNA	Femoral bowing	1
FLNA	Cognitive impairment	1
FLNA	Synostosis of carpal bones	1
FLNA	Sclerosis of skull base	1
FLNA	Respiratory failure	1
FLNA	Platyspondyly	1
FLNA	Abnormality of the ribs	1
FLNA	Short metatarsal	1
FLNA	Tarsal synostosis	1
FLNA	Bulbous tips of toes	1
FLNA	Hydrocephalus	1
FLNA	X-linked dominant inheritance	1
FLNA	Hearing impairment	1
FLNA	Elbow dislocation	1
FLNA	Stillbirth	1
FLNA	Hypoplasia of midface	1
FLNA	Abnormality of the fibula	1
FLNA	Short hallux	1
FLNA	Camptodactyly of finger	1
FLNA	Broad thumb	1
FLNA	Vertebral segmentation defect	1
FLNA	Broad face	1
FLNA	Hypospadias	1
FLNA	Hypoplastic ilia	1
FLNA	Glossoptosis	1
FLNA	Abnormality of pelvic girdle bone morphology	1
FLNA	Narrow mouth	1
FLNA	Increased bone mineral density	1
FLNA	Short ribs	1
FLNA	Rocker bottom foot	1
FLNA	Encephalocele	1
FLNA	Omphalocele	1
FLNA	Low-set ears	1
FLNA	Hypertelorism	1
FLNA	Rudimentary fibula	1
FLNA	Nonossified fifth metatarsal	1
FLNA	Tibial bowing	1
FLNA	Radial bowing	1
FLNA	Myelomeningocele	1
FLNA	Posteriorly rotated ears	1
FLNA	Wide anterior fontanel	1
FLNA	Abnormality of frontal sinus	1
FLNA	Toe syndactyly	1
FLNA	Craniofacial hyperostosis	1
FLNA	Scoliosis	1
FLNA	Aplasia/Hypoplasia of the cerebellum	1
FLNA	Downslanted palpebral fissures	1
FLNA	Abnormality of the cardiac septa	1
FLNA	Hydronephrosis	1
FLNA	Undulate clavicles	1
FLNA	Intellectual disability	1
FLNA	Depressed nasal bridge	1
FLNA	Reduced number of teeth	1
FLNA	Prominent supraorbital ridges	1
FLNA	Vertical clivus	1
FLNA	Overlapping fingers	1
FLNA	Pectus excavatum	1
FLNA	Cryptorchidism	1
FLNA	Radial deviation of the 2nd finger	1
FLNA	Postaxial hand polydactyly	1
FLNA	Short thumb	1
FLNA	Abnormality of the nose	1
FLNA	Aplasia/Hypoplasia of the thumb	1
FLNA	Short metacarpal	1
FLNA	Wormian bones	1
FLNA	Broad hallux	1
FLNA	Brachydactyly syndrome	1
FLNA	Delayed closure of the anterior fontanelle	1
FLNA	Spondylolysis	1
FLNA	Congenital hip dislocation	1
CNTN2	Tremor	1
CNTN2	EEG abnormality	1
CNTN2	Cognitive impairment	1
CNTN2	Migraine	1
CNTN2	Amaurosis fugax	1
CNTN2	Involuntary movements	1
CNTN2	Seizures	1
ADRA2B	Tremor	1
ADRA2B	EEG abnormality	1
ADRA2B	Cognitive impairment	1
ADRA2B	Migraine	1
ADRA2B	Amaurosis fugax	1
ADRA2B	Involuntary movements	1
ADRA2B	Seizures	1
SHH	Iris coloboma	1
PAX6	Iris coloboma	1
