Category,Condition,Alias,Relative Link,OtherAliases
"Bones, muscles, and connective tissues",jeune thoracic dysplasia,asphyxiating thoracic dystrophy,/condition/asphyxiating-thoracic-dystrophy,"['asphyxiating thoracic chondrodystrophy', 'asphyxiating thoracic dysplasia', 'ATD', 'chondroectodermal dysplasia-like syndrome', 'infantile thoracic dystrophy', 'Jeune syndrome', 'Jeune thoracic dysplasia', 'Jeune thoracic dystrophy', 'thoracic asphyxiant dystrophy', 'thoracic-pelvic-phalangeal dystrophy']"
"Bones, muscles, and connective tissues",jeune thoracic dystrophy,asphyxiating thoracic dystrophy,/condition/asphyxiating-thoracic-dystrophy,"['asphyxiating thoracic chondrodystrophy', 'asphyxiating thoracic dysplasia', 'ATD', 'chondroectodermal dysplasia-like syndrome', 'infantile thoracic dystrophy', 'Jeune syndrome', 'Jeune thoracic dysplasia', 'Jeune thoracic dystrophy', 'thoracic asphyxiant dystrophy', 'thoracic-pelvic-phalangeal dystrophy']"
"Bones, muscles, and connective tissues",jia,juvenile idiopathic arthritis,/condition/juvenile-idiopathic-arthritis,"['arthritis, juvenile rheumatoid', 'JIA', 'JRA', 'juvenile chronic arthritis', 'juvenile RA', 'juvenile rheumatoid arthritis', 'systemic juvenile rheumatoid arthritis']"
"Bones, muscles, and connective tissues",job-buckley syndrome,autosomal dominant hyper-ige syndrome,/condition/autosomal-dominant-hyper-ige-syndrome,"['AD-HIES', 'autosomal dominant HIES', 'autosomal dominant hyper-IgE recurrent infection syndrome', 'autosomal dominant hyperimmunoglobulin E recurrent infection syndrome', 'autosomal dominant Job syndrome', 'Buckley syndrome', 'Job-Buckley syndrome', ""Job's Syndrome"", 'Job syndrome', 'STAT3 deficiency', 'STAT3-deficient hyper IgE syndrome']"
"Bones, muscles, and connective tissues",job syndrome,autosomal dominant hyper-ige syndrome,/condition/autosomal-dominant-hyper-ige-syndrome,"['AD-HIES', 'autosomal dominant HIES', 'autosomal dominant hyper-IgE recurrent infection syndrome', 'autosomal dominant hyperimmunoglobulin E recurrent infection syndrome', 'autosomal dominant Job syndrome', 'Buckley syndrome', 'Job-Buckley syndrome', ""Job's Syndrome"", 'Job syndrome', 'STAT3 deficiency', 'STAT3-deficient hyper IgE syndrome']"
"Bones, muscles, and connective tissues",jpd,juvenile paget disease,/condition/juvenile-paget-disease,"['chronic congenital idiopathic hyperphosphatasemia', 'familial idiopathic hyperphosphatasemia', 'familial osteoectasia', 'hyperostosis corticalis deformans juvenilis', 'hyperphosphatasemia with bone disease', 'hyperphosphatasia, familial idiopathic', 'idiopathic hyperphosphatasia', 'JPD', ""juvenile Paget's disease"", 'osteochalasia desmalis familiaris', 'osteoectasia with hyperphosphatasia']"
"Bones, muscles, and connective tissues",jra,juvenile idiopathic arthritis,/condition/juvenile-idiopathic-arthritis,"['arthritis, juvenile rheumatoid', 'JIA', 'JRA', 'juvenile chronic arthritis', 'juvenile RA', 'juvenile rheumatoid arthritis', 'systemic juvenile rheumatoid arthritis']"
"Bones, muscles, and connective tissues","juvenile gout, choreoathetosis, mental retardation syndrome",lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome,"['choreoathetosis self-mutilation syndrome', 'complete HPRT deficiency', 'complete hypoxanthine-guanine phosphoribosyltransferase deficiency', 'deficiency of guanine phosphoribosyltransferase', 'deficiency of hypoxanthine phosphoribosyltransferase', 'HGPRT deficiency', 'hypoxanthine guanine phosphoribosyltransferase deficiency', 'hypoxanthine phosphoribosyltransferase deficiency', 'juvenile gout, choreoathetosis, mental retardation syndrome', 'juvenile hyperuricemia syndrome', 'Lesch-Nyhan disease', 'LND', 'LNS', 'primary hyperuricemia syndrome', 'total HPRT deficiency', 'total hypoxanthine-guanine phosphoribosyl transferase deficiency', 'X-linked hyperuricemia', 'X-linked primary hyperuricemia', 'X-linked uric aciduria enzyme defect']"
"Bones, muscles, and connective tissues",juvenile hyaline fibromatosis,,/condition/juvenile-hyaline-fibromatosis,"['inherited systemic hyalinosis', 'juvenile hyalinosis', 'molluscum fibrosum', 'Murray syndrome', 'Puretic syndrome', 'Systemic hyalinosis']"
"Bones, muscles, and connective tissues",juvenile hyperuricemia syndrome,lesch-nyhan syndrome,/condition/lesch-nyhan-syndrome,"['choreoathetosis self-mutilation syndrome', 'complete HPRT deficiency', 'complete hypoxanthine-guanine phosphoribosyltransferase deficiency', 'deficiency of guanine phosphoribosyltransferase', 'deficiency of hypoxanthine phosphoribosyltransferase', 'HGPRT deficiency', 'hypoxanthine guanine phosphoribosyltransferase deficiency', 'hypoxanthine phosphoribosyltransferase deficiency', 'juvenile gout, choreoathetosis, mental retardation syndrome', 'juvenile hyperuricemia syndrome', 'Lesch-Nyhan disease', 'LND', 'LNS', 'primary hyperuricemia syndrome', 'total HPRT deficiency', 'total hypoxanthine-guanine phosphoribosyl transferase deficiency', 'X-linked hyperuricemia', 'X-linked primary hyperuricemia', 'X-linked uric aciduria enzyme defect']"
"Bones, muscles, and connective tissues",juvenile idiopathic arthritis,,/condition/juvenile-idiopathic-arthritis,"['arthritis, juvenile rheumatoid', 'JIA', 'JRA', 'juvenile chronic arthritis', 'juvenile RA', 'juvenile rheumatoid arthritis', 'systemic juvenile rheumatoid arthritis']"
"Bones, muscles, and connective tissues",juvenile paget disease,,/condition/juvenile-paget-disease,"['chronic congenital idiopathic hyperphosphatasemia', 'familial idiopathic hyperphosphatasemia', 'familial osteoectasia', 'hyperostosis corticalis deformans juvenilis', 'hyperphosphatasemia with bone disease', 'hyperphosphatasia, familial idiopathic', 'idiopathic hyperphosphatasia', 'JPD', ""juvenile Paget's disease"", 'osteochalasia desmalis familiaris', 'osteoectasia with hyperphosphatasia']"
"Bones, muscles, and connective tissues",juvenile primary osteoporosis,,/condition/juvenile-primary-osteoporosis,"['childhood-onset primary osteoporosis', 'idiopathic juvenile osteoporosis']"
"Bones, muscles, and connective tissues",juvenile subacute necrotizing encephalopathy,leigh syndrome,/condition/leigh-syndrome,"['infantile subacute necrotizing encephalopathy', 'juvenile subacute necrotizing encephalopathy', 'Leigh disease', ""Leigh's disease"", 'subacute necrotizing encephalomyelopathy']"
"Bones, muscles, and connective tissues","juvenile sulfatidosis, austin type",multiple sulfatase deficiency,/condition/multiple-sulfatase-deficiency,"['Austin syndrome', 'juvenile sulfatidosis, Austin type', 'MSD', 'mucosulfatidosis']"
"Bones, muscles, and connective tissues",jws,jackson-weiss syndrome,/condition/jackson-weiss-syndrome,['JWS']
"Bones, muscles, and connective tissues",kabuki syndrome,,/condition/kabuki-syndrome,"['Kabuki makeup syndrome', 'Kabuki make-up syndrome', 'KMS', 'Niikawa-Kuroki syndrome']"
"Bones, muscles, and connective tissues",kast syndrome,maffucci syndrome,/condition/maffucci-syndrome,"['chondrodysplasia with hemangioma', 'chondroplasia angiomatosis', 'dyschondroplasia and cavernous hemangioma', 'enchondromatosis with hemangiomata', 'hemangiomata with dyschondroplasia', 'hemangiomatosis chondrodystrophica', 'Kast syndrome', 'multiple angiomas and endochondromas']"
"Bones, muscles, and connective tissues",kbg syndrome,,/condition/kbg-syndrome,"['macrodontia, mental retardation, characteristic facies, short stature, and skeletal anomalies', 'short stature, characteristic facies, macrodontia, mental retardation, and skeletal anomalies', 'short stature-characteristic facies-mental retardation-macrodontia-skeletal anomalies syndrome']"
"Bones, muscles, and connective tissues",kd,spinal and bulbar muscular atrophy,/condition/spinal-and-bulbar-muscular-atrophy,"['bulbospinal muscular atrophy, X-linked', 'KD', 'Kennedy disease', ""Kennedy's disease"", 'Kennedy spinal and bulbar muscular atrophy', 'SBMA', 'X-linked spinal and bulbar muscular atrophy']"
"Bones, muscles, and connective tissues",kearns-sayre syndrome,,/condition/kearns-sayre-syndrome,"['Kearns-Sayre mitochondrial cytopathy', 'KSS']"
"Bones, muscles, and connective tissues",kennedy disease,spinal and bulbar muscular atrophy,/condition/spinal-and-bulbar-muscular-atrophy,"['bulbospinal muscular atrophy, X-linked', 'KD', 'Kennedy disease', ""Kennedy's disease"", 'Kennedy spinal and bulbar muscular atrophy', 'SBMA', 'X-linked spinal and bulbar muscular atrophy']"
"Bones, muscles, and connective tissues",kennedy spinal and bulbar muscular atrophy,spinal and bulbar muscular atrophy,/condition/spinal-and-bulbar-muscular-atrophy,"['bulbospinal muscular atrophy, X-linked', 'KD', 'Kennedy disease', ""Kennedy's disease"", 'Kennedy spinal and bulbar muscular atrophy', 'SBMA', 'X-linked spinal and bulbar muscular atrophy']"
"Bones, muscles, and connective tissues",kfs,klippel-feil syndrome,/condition/klippel-feil-syndrome,"['cervical fusion syndrome', 'cervical vertebral fusion', 'cervical vertebral fusion syndrome', 'congenital dystrophia brevicollis', 'dystrophia brevicollis congenita', 'fusion of cervical vertebrae', 'KFS', 'Klippel-Feil deformity', 'Klippel-Feil sequence', 'vertebral cervical fusion syndrome']"
"Bones, muscles, and connective tissues",klippel-feil syndrome,,/condition/klippel-feil-syndrome,"['cervical fusion syndrome', 'cervical vertebral fusion', 'cervical vertebral fusion syndrome', 'congenital dystrophia brevicollis', 'dystrophia brevicollis congenita', 'fusion of cervical vertebrae', 'KFS', 'Klippel-Feil deformity', 'Klippel-Feil sequence', 'vertebral cervical fusion syndrome']"
"Bones, muscles, and connective tissues",klippel-trenaunay syndrome,,/condition/klippel-trenaunay-syndrome,"['angio-osteohypertrophy syndrome', 'congenital dysplastic angiopathy', 'Klippel-Trenaunay disease', 'Klippel-Trenaunay-Weber syndrome', 'KTS', 'KTW syndrome']"
"Bones, muscles, and connective tissues",kms,kabuki syndrome,/condition/kabuki-syndrome,"['Kabuki makeup syndrome', 'Kabuki make-up syndrome', 'KMS', 'Niikawa-Kuroki syndrome']"
"Bones, muscles, and connective tissues",kniest dysplasia,,/condition/kniest-dysplasia,"['Kniest chondrodystrophy', 'Kniest syndrome', 'Metatropic dwarfism, type II', 'Metatropic dysplasia type II', 'Swiss cheese cartilage dysplasia']"
"Bones, muscles, and connective tissues",knobloch syndrome,,/condition/knobloch-syndrome,['retinal detachment and occipital encephalocele']
"Bones, muscles, and connective tissues",krause-kivlin syndrome,peters plus syndrome,/condition/peters-plus-syndrome,"['Krause-Kivlin syndrome', 'Krause-van Schooneveld-Kivlin syndrome', 'Peters anomaly-short limb dwarfism syndrome', ""Peters' plus syndrome"", ""Peters'-plus syndrome""]"
"Bones, muscles, and connective tissues",krause-van schooneveld-kivlin syndrome,peters plus syndrome,/condition/peters-plus-syndrome,"['Krause-Kivlin syndrome', 'Krause-van Schooneveld-Kivlin syndrome', 'Peters anomaly-short limb dwarfism syndrome', ""Peters' plus syndrome"", ""Peters'-plus syndrome""]"
"Bones, muscles, and connective tissues",kss,kearns-sayre syndrome,/condition/kearns-sayre-syndrome,"['Kearns-Sayre mitochondrial cytopathy', 'KSS']"
"Bones, muscles, and connective tissues",kts,klippel-trenaunay syndrome,/condition/klippel-trenaunay-syndrome,"['angio-osteohypertrophy syndrome', 'congenital dysplastic angiopathy', 'Klippel-Trenaunay disease', 'Klippel-Trenaunay-Weber syndrome', 'KTS', 'KTW syndrome']"
"Bones, muscles, and connective tissues",ktw syndrome,klippel-trenaunay syndrome,/condition/klippel-trenaunay-syndrome,"['angio-osteohypertrophy syndrome', 'congenital dysplastic angiopathy', 'Klippel-Trenaunay disease', 'Klippel-Trenaunay-Weber syndrome', 'KTS', 'KTW syndrome']"
"Bones, muscles, and connective tissues",kuskokwim syndrome,,/condition/kuskokwim-syndrome,"['arthrogryposis-like syndrome', 'Kuskokwim disease']"
"Bones, muscles, and connective tissues",l1 syndrome,,/condition/l1-syndrome,"['CRASH syndrome', 'MASA syndrome', 'spastic paraplegia 1', 'SPG1', 'X-linked complicated hereditary spastic paraplegia type 1', 'X-linked corpus callosum agenesis', 'X-linked hydrocephalus syndrome', 'X-linked hydrocephalus with stenosis of the aqueduct of Sylvius (HSAS)']"
"Bones, muscles, and connective tissues",lacrimo-auriculo-dento-digital syndrome,,/condition/lacrimo-auriculo-dento-digital-syndrome,"['lacrimoauriculodentodigital syndrome', 'LADD syndrome', 'Levy-Hollister syndrome']"
"Bones, muscles, and connective tissues",lacrimoauriculodentodigital syndrome,lacrimo-auriculo-dento-digital syndrome,/condition/lacrimo-auriculo-dento-digital-syndrome,"['lacrimoauriculodentodigital syndrome', 'LADD syndrome', 'Levy-Hollister syndrome']"
"Bones, muscles, and connective tissues",lactate dehydrogenase deficiency,,/condition/lactate-dehydrogenase-deficiency,"['deficiency of lactate dehydrogenase', 'lactate dehydrogenase subunit deficiencies', 'LDH deficiency']"
"Bones, muscles, and connective tissues",ladd syndrome,lacrimo-auriculo-dento-digital syndrome,/condition/lacrimo-auriculo-dento-digital-syndrome,"['lacrimoauriculodentodigital syndrome', 'LADD syndrome', 'Levy-Hollister syndrome']"
"Bones, muscles, and connective tissues",laing distal myopathy,,/condition/laing-distal-myopathy,"['Distal myopathy 1', 'Laing early-onset distal myopathy', 'MPD1']"
"Bones, muscles, and connective tissues",lama2 md,lama2-related muscular dystrophy,/condition/lama2-related-muscular-dystrophy,"['LAMA2 MD', 'laminin alpha 2 deficiency', 'laminin alpha-2 deficient muscular dystrophy', 'MDC1A', 'merosin-deficient muscular dystrophy', 'muscular dystrophy due to LAMA2 deficiency']"
"Bones, muscles, and connective tissues",lama2-related muscular dystrophy,,/condition/lama2-related-muscular-dystrophy,"['LAMA2 MD', 'laminin alpha 2 deficiency', 'laminin alpha-2 deficient muscular dystrophy', 'MDC1A', 'merosin-deficient muscular dystrophy', 'muscular dystrophy due to LAMA2 deficiency']"
"Bones, muscles, and connective tissues",laminin alpha 2 deficiency,lama2-related muscular dystrophy,/condition/lama2-related-muscular-dystrophy,"['LAMA2 MD', 'laminin alpha 2 deficiency', 'laminin alpha-2 deficient muscular dystrophy', 'MDC1A', 'merosin-deficient muscular dystrophy', 'muscular dystrophy due to LAMA2 deficiency']"
"Bones, muscles, and connective tissues",laminin alpha-2 deficient muscular dystrophy,lama2-related muscular dystrophy,/condition/lama2-related-muscular-dystrophy,"['LAMA2 MD', 'laminin alpha 2 deficiency', 'laminin alpha-2 deficient muscular dystrophy', 'MDC1A', 'merosin-deficient muscular dystrophy', 'muscular dystrophy due to LAMA2 deficiency']"
"Bones, muscles, and connective tissues",langer-giedion syndrome,,/condition/langer-giedion-syndrome,"['Giedion-Langer Syndrome', 'trichorhinophalangeal syndrome type II', 'tricho-rhino-phalangeal syndrome type II', 'TRPS II']"
"Bones, muscles, and connective tissues",langer mesomelic dysplasia,,/condition/langer-mesomelic-dysplasia,"['dyschondrosteosis homozygous', 'Langer mesomelic dwarfism', 'LMD', 'mesomelic dwarfism of the hypoplastic ulna, fibula, and mandible type']"
"Bones, muscles, and connective tissues",laps syndrome,myhre syndrome,/condition/myhre-syndrome,"['facial dysmorphism-intellectual deficit-short stature-hearing loss', 'LAPS syndrome', 'laryngotracheal stenosis, arthropathy, prognathism, and short stature']"
"Bones, muscles, and connective tissues",larsen syndrome,,/condition/larsen-syndrome,['LRS']
"Bones, muscles, and connective tissues","laryngotracheal stenosis, arthropathy, prognathism, and short stature",myhre syndrome,/condition/myhre-syndrome,"['facial dysmorphism-intellectual deficit-short stature-hearing loss', 'LAPS syndrome', 'laryngotracheal stenosis, arthropathy, prognathism, and short stature']"
